City/Town,State,County,Latitude,Longitude,Avg Daily Irradiance,Est. Energy Production Per Day
Osco,IL,Henry,41.3465,-90.2827,4.0687,1.4647
Tustin,WI,Waushara,44.1698,-88.896,3.843,1.3835
Dodson,MT,Phillips,48.3953,-108.2472,4.0215,1.4477
Rudy,AR,Crawford,35.5304,-94.2406,4.5001,1.62
Armstrong,OK,Bryan,34.0528,-96.3448,4.6971,1.691
Cleveland,ND,Stutsman,46.891,-99.1195,4.141,1.4908
East Fairview,ND,McKenzie,47.8554,-104.0375,4.0929,1.4734
Ayr,NE,Adams,40.4377,-98.4409,4.5982,1.6554
Davis,SD,Turner,43.2595,-96.9945,4.2722,1.538
Templeton,VA,Prince George,37.0811,-77.3563,4.3699,1.5732
Oketo,KS,Marshall,39.9632,-96.5989,4.4711,1.6096
Lawtonka Acres,OK,Comanche,34.7789,-98.5305,5.0453,1.8163
Bristol,GA,Pierce,31.4507,-82.2148,4.7294,1.7026
Couderay,WI,Sawyer,45.7976,-91.3005,3.8121,1.3724
Hickory Hill,KY,Jefferson,38.2877,-85.5679,4.1544,1.4956
Tennessee,IL,McDonough,40.4114,-90.8363,4.1225,1.4841
Ball Club,MN,Itasca,47.3311,-93.946,3.7126,1.3365
Horntown,OK,Hughes,35.0869,-96.2476,4.6465,1.6727
Martell,NE,Lancaster,40.6389,-96.7589,4.439,1.598
Dacoma,OK,Woods,36.6596,-98.5635,4.9159,1.7697
Verona,ND,LaMoure,46.3626,-98.0771,4.141,1.4908
Rubicon,WI,Dodge,43.3371,-88.4525,3.9025,1.4049
Grasston,MN,Kanabec,45.7958,-93.1526,3.9347,1.4165
Wildrose,ND,Williams,48.6299,-103.1837,4.0143,1.4451
Greenville,OK,Love,34.0061,-97.124,4.8697,1.7531
Dawson,IA,Dallas,41.8431,-94.2203,4.2708,1.5375
Atqasuk,AK,North Slope,70.481,-157.3835,2.2906,0.8246
Perley,MN,Norman,47.1761,-96.8015,3.9789,1.4324
Lynndyl,UT,Millard,39.5085,-112.3933,5.0684,1.8246
Lawson,AR,Union,33.1999,-92.4878,4.513,1.6247
Mays,IN,Rush,39.7437,-85.43,4.0934,1.4736
Vincent,IA,Webster,42.5917,-94.0198,4.1894,1.5082
Bayfront,WI,Ashland,46.6235,-90.7898,3.6658,1.3197
Christopher Creek,AZ,Gila,34.3206,-111.0071,5.7179,2.0584
Owl Ranch,TX,Jim Wells,27.8927,-98.0934,5.0963,1.8347
Goodnews Bay,AK,Bethel,59.1271,-161.5753,2.4616,0.8862
Lamy,NM,Santa Fe,35.4854,-105.8863,5.4714,1.9697
Bessemer Bend,WY,Natrona,42.7561,-106.5176,4.6624,1.6785
Oxbow,NY,Jefferson,44.2893,-75.6262,3.6463,1.3127
Belden,NE,Cedar,42.4116,-97.2077,4.3504,1.5661
Montezuma,CO,Summit,39.5814,-105.8678,4.83,1.7388
Rhineland,MO,Montgomery,38.7205,-91.5175,4.3001,1.548
Walnut Hill,IL,Marion,38.4777,-89.0447,4.2795,1.5406
Chest Springs,PA,Cambria,40.5781,-78.6107,3.8148,1.3733
Lincoln,IA,Tama,42.2627,-92.6923,4.1215,1.4837
Guys Mills,PA,Crawford,41.6308,-79.976,3.7514,1.3505
Blandville,KY,Ballard,36.9441,-88.9646,4.3838,1.5782
Appleton,AR,Pope,35.4185,-92.8724,4.4292,1.5945
Huntington Center,VT,Chittenden,44.2906,-72.9672,3.5102,1.2637
Fort Seneca,OH,Seneca,41.2044,-83.1679,3.9523,1.4228
New Centerville,PA,Somerset,39.9422,-79.1916,3.904,1.4054
Falcon Mesa,TX,Zapata,26.8706,-99.2907,5.2549,1.8918
Wainwright,OK,Muskogee,35.6134,-95.566,4.5489,1.6376
Matoaka,WV,Mercer,37.4182,-81.2417,4.1477,1.4932
Birmingham,OH,Erie,41.3302,-82.3617,3.8516,1.3866
Dutch Neck,NJ,Cumberland,39.4017,-75.2787,4.1793,1.5045
Moccasin,AZ,Mohave,36.9099,-112.7546,5.5421,1.9952
Portland,CO,Ouray,38.0892,-107.6952,5.1545,1.8556
Grand Cane,LA,De Soto,32.0836,-93.8088,4.5969,1.6549
Angostura,SD,Fall River,43.3192,-103.386,4.4815,1.6133
Edenborn,PA,Fayette,39.8821,-79.8877,3.904,1.4054
Hard Rock,AZ,Navajo,36.0309,-110.5048,5.6478,2.0332
Kingston,IL,Adams,39.8198,-91.0274,3.9446,1.4201
El Monte Mobile Village,CA,Tulare,36.5471,-119.4251,5.4624,1.9665
Proctor,TX,Comanche,31.9867,-98.4304,5.0774,1.8279
Tarrytown,GA,Montgomery,32.3187,-82.5595,4.6932,1.6896
Greensburg,MD,Washington,39.6806,-77.5615,4.0947,1.4741
Benton City,MO,Audrain,39.1346,-91.7648,4.2358,1.5249
Cantwell,AK,Denali,63.379,-148.8158,2.4984,0.8994
Chewalla,TN,McNairy,35.0209,-88.6426,4.4302,1.5949
Linwood,NE,Butler,41.4123,-96.9323,4.3532,1.5672
Diehlstadt,MO,Scott,36.9593,-89.4324,4.447,1.6009
Kettle River,MN,Carlton,46.4862,-92.8776,3.837,1.3813
Gann,OH,Knox,40.4692,-82.1913,3.9529,1.423
Forest River,ND,Walsh,48.2166,-97.4703,3.8868,1.3992
Justice Addition,WV,Logan,37.8916,-81.9928,4.1477,1.4932
Loma Vista,TX,Starr,26.4169,-98.9814,5.1452,1.8523
Lake Gogebic,MI,Ontonagon,46.5719,-89.6212,3.6262,1.3054
Jeffers Gardens,OR,Clatsop,46.1518,-123.852,3.6386,1.3099
Greenfield,OK,Blaine,35.729,-98.3775,5.0004,1.8001
Herndon,KS,Rawlins,39.9092,-100.7865,4.8572,1.7486
Washington,CA,Nevada,39.3591,-120.7905,5.2236,1.8805
Moorefield,AR,Independence,35.7672,-91.5708,4.4782,1.6122
Fairview,KY,Christian,36.8426,-87.3055,4.3403,1.5625
Kettlersville,OH,Shelby,40.4389,-84.2598,4.0432,1.4556
Carbon Hill,OH,Hocking,39.5021,-82.2426,3.9859,1.4349
Hartland,IL,McHenry,42.3631,-88.5086,3.9446,1.4201
Linn Grove,IN,Adams,40.645,-85.033,4.0317,1.4514
Mazie,OK,Mayes,36.1425,-95.3303,4.5563,1.6403
Union Mills,IN,LaPorte,41.4931,-86.7775,3.8863,1.3991
Rabbit Hash,KY,Boone,38.924,-84.8502,4.1444,1.492
Bear Lake,IN,Noble,41.3241,-85.5151,3.8924,1.4013
Skykomish,WA,King,47.7104,-121.3584,3.8461,1.3846
Packwood,WA,Lewis,46.6085,-121.6703,4.1419,1.4911
Downsville,LA,Union,32.6264,-92.4129,4.6017,1.6566
Spaulding,OK,Hughes,35.0132,-96.4404,4.6465,1.6727
Manor,GA,Ware,31.1044,-82.5665,4.7294,1.7026
Parkdale,AR,Ashley,33.1212,-91.5464,4.5898,1.6523
Laredo,MO,Grundy,40.026,-93.448,4.2487,1.5295
Spragueville,IA,Jackson,42.0716,-90.4327,4.0028,1.441
Mapleview,MN,Mower,43.6901,-92.974,4.0132,1.4448
Shepardsville,IN,Vigo,39.6018,-87.4265,4.1231,1.4843
Green Spring,WV,Hampshire,39.5242,-78.6301,4.0145,1.4452
Edgerton,WY,Natrona,43.4134,-106.2474,4.5258,1.6293
Keomah Village,IA,Mahaska,41.2885,-92.5368,4.2026,1.5129
Dupuyer,MT,Pondera,48.1868,-112.4771,3.8906,1.4006
Timberon,NM,Otero,32.636,-105.6925,5.7707,2.0775
Oak Hills,IA,Des Moines,40.7586,-91.1463,4.1641,1.4991
Porcupine,ND,Sioux,46.2218,-101.0999,4.1541,1.4955
Ithaca,OH,Darke,39.9378,-84.5533,4.0729,1.4662
Kilgore,NE,Cherry,42.9391,-100.9573,4.5557,1.6401
Wyeville,WI,Monroe,44.0279,-90.3861,3.9197,1.4111
Beaver Marsh,OR,Klamath,43.1364,-121.8042,4.6201,1.6632
Vernonburg,GA,Chatham,31.9637,-81.1259,4.72,1.6992
Eagle Lake,IL,Will,41.3702,-87.5552,3.9205,1.4114
Delacroix,LA,St. Bernard,29.7652,-89.7874,4.674,1.6826
Lower Salem,OH,Washington,39.5635,-81.3942,3.9607,1.4259
Chatham,MI,Alger,46.3441,-86.9313,3.5325,1.2717
Briartown,OK,Muskogee,35.2974,-95.2386,4.5489,1.6376
Urbana,IN,Wabash,40.8984,-85.7928,4.0317,1.4514
Portlandville,NY,Otsego,42.5294,-74.9674,3.7699,1.3572
Driftwood,TX,Hays,30.133,-98.0373,5.0381,1.8137
Baileyville,PA,Centre,40.711,-77.9924,3.9053,1.4059
Whaleyville,MD,Worcester,38.3917,-75.3004,4.3208,1.5555
Oasis,NM,Sierra,32.9277,-107.3164,5.8611,2.11
Lyndon,VT,Caledonia,44.5154,-72.0134,3.5102,1.2637
Hickory,KY,Graves,36.8174,-88.6485,4.3838,1.5782
Nile,WA,Yakima,46.8349,-120.9438,4.1419,1.4911
Anegam,AZ,Pima,32.3742,-112.035,5.9602,2.1457
Unionville,IA,Appanoose,40.8182,-92.6959,4.1924,1.5093
Exeter,IL,Scott,39.7191,-90.4961,4.1921,1.5092
Austwell,TX,Refugio,28.3911,-96.8435,4.8815,1.7573
Fort Smith,MT,Big Horn,45.3134,-107.9296,4.2559,1.5321
Prestonville,KY,Carroll,38.6805,-85.1931,4.1544,1.4956
Lankin,ND,Walsh,48.3147,-97.9203,3.8868,1.3992
Rock House,AZ,Gila,33.6318,-110.9456,5.7954,2.0863
Montrose,MS,Jasper,32.1257,-89.2344,4.6297,1.6667
Isabel,KS,Barber,37.4672,-98.5515,4.8719,1.7539
Williams,IN,Lawrence,38.8151,-86.6444,4.1609,1.4979
New Haven,OH,Hamilton,39.2772,-84.744,4.0729,1.4662
El Quiote,TX,Starr,26.3845,-98.9084,5.1452,1.8523
Jamestown,LA,Bienville,32.3397,-93.2065,4.5969,1.6549
Cascadia,OR,Linn,44.393,-122.5027,4.0476,1.4571
East Alliance,OH,Mahoning,40.9092,-81.0742,3.8937,1.4017
Siasconset,MA,Nantucket,41.2636,-69.9718,3.9341,1.4163
Rutherford,CA,Napa,38.4568,-122.4231,5.268,1.8965
Gough,GA,Burke,33.088,-82.2286,4.6275,1.6659
Colon,NE,Saunders,41.2981,-96.6069,4.3532,1.5672
Fence Lake,NM,Cibola,34.6534,-108.6738,5.574,2.0066
Hutchinson,NJ,Warren,40.78,-75.1204,3.9492,1.4217
Kokhanok,AK,Lake and Peninsula,59.4158,-154.7457,2.5996,0.9359
Dayton,MT,Lake,47.8643,-114.2765,3.7979,1.3672
Broadwater,NE,Morrill,41.598,-102.8525,4.7861,1.723
Knife River,MN,Lake,46.9495,-91.7837,3.6658,1.3197
Lone Rock,IA,Kossuth,43.2209,-94.3253,4.1352,1.4887
Magness,AR,Independence,35.7031,-91.4822,4.4782,1.6122
Cheshire,OH,Gallia,38.9502,-82.113,4.0571,1.4606
Alpha,MN,Jackson,43.6377,-94.8712,4.1352,1.4887
Farner,TN,Polk,35.1543,-84.3191,4.3995,1.5838
Miesville,MN,Dakota,44.599,-92.8196,3.9651,1.4274
Solway,MN,Beltrami,47.5211,-95.1303,3.866,1.3918
Portis,KS,Osborne,39.5638,-98.6916,4.6967,1.6908
Edmonson,TX,Hale,34.2791,-101.8967,5.4226,1.9521
Elizaville,KY,Fleming,38.4167,-83.8243,4.0949,1.4742
Sedan,MT,Gallatin,45.9653,-110.8888,4.1845,1.5064
Hoehne,CO,Las Animas,37.2815,-104.389,5.2444,1.888
Parkman,OH,Geauga,41.3722,-81.059,3.775,1.359
Ryder,ND,Ward,47.9211,-101.6694,4.0552,1.4599
Lucien,OK,Noble,36.2747,-97.4551,4.786,1.723
Curdsville,KY,Daviess,37.7353,-87.3327,4.3002,1.5481
Shongaloo,LA,Webster,32.9416,-93.2955,4.5969,1.6549
Galt,IL,Whiteside,41.7894,-89.7541,4.0551,1.4598
Newald,WI,Forest,45.7396,-88.7004,3.7453,1.3483
Queets,WA,Grays Harbor,47.5314,-124.3385,3.4683,1.2486
Yuma,TN,Carroll,35.8438,-88.3372,4.4302,1.5949
Silver Gate,MT,Park,45.0198,-109.9829,4.1767,1.5036
Albany,OK,Bryan,33.8769,-96.16,4.7418,1.707
Little Sturgeon,WI,Door,44.8422,-87.5744,3.718,1.3385
Plevna,KS,Reno,37.9717,-98.3095,4.8719,1.7539
Sawyer,KS,Pratt,37.4985,-98.683,4.8719,1.7539
Holters Crossing,PA,Centre,40.9721,-77.7242,3.9053,1.4059
Pulaski,OH,Williams,41.5108,-84.5079,3.9404,1.4185
Sweet Water Village,AZ,Pinal,33.1274,-111.8424,5.8669,2.1121
White Lake,NY,Oneida,43.5408,-75.1473,3.6217,1.3038
Woodlawn Heights,IN,Madison,40.1184,-85.6968,4.0317,1.4514
Ginger Blue,MO,McDonald,36.5899,-94.4596,4.5144,1.6252
Barnes City,IA,Mahaska,41.507,-92.4695,4.2026,1.5129
Griffin,IN,Posey,38.2043,-87.915,4.2278,1.522
Rockville,SC,Charleston,32.6024,-80.1935,4.7988,1.7276
Acme,WA,Whatcom,48.7158,-122.2077,3.6569,1.3165
Epping,ND,Williams,48.2817,-103.3579,4.0143,1.4451
Colcord,WV,Raleigh,37.9451,-81.4374,4.1477,1.4932
Cogswell,ND,Sargent,46.107,-97.7842,4.0705,1.4654
Foxhome,MN,Wilkin,46.2769,-96.3122,4.0705,1.4654
Utica,KS,Ness,38.6427,-100.1698,4.9641,1.7871
Moyers,OK,Pushmataha,34.3255,-95.6503,4.5394,1.6342
Zemple,MN,Itasca,47.3207,-93.7859,3.7126,1.3365
Gem,KS,Thomas,39.426,-100.8973,4.8572,1.7486
Brooks,MN,Red Lake,47.8165,-96.0036,3.9789,1.4324
Haynes,AR,Lee,34.8909,-90.7926,4.5718,1.6458
Hannasville,PA,Venango,41.4716,-79.9311,3.7514,1.3505
Brooklyn Heights,MO,Jasper,37.1694,-94.3856,4.4631,1.6067
Oakley,WY,Lincoln,41.751,-110.5261,4.8497,1.7459
Bellamy,AL,Sumter,32.4582,-88.1277,4.6393,1.6701
Media,IL,Henderson,40.7694,-90.8327,4.1225,1.4841
Minto,AK,Yukon-Koyukuk,65.1033,-149.5565,2.6202,0.9433
Maxville,MT,Granite,46.476,-113.2355,4.076,1.4674
Blacktail,ND,Williams,48.4327,-103.74,4.0143,1.4451
Mount Hebron,CA,Siskiyou,41.7857,-122.008,4.9418,1.779
Centerville,WA,Klickitat,45.754,-120.908,4.2694,1.537
Bridgeville,NY,Sullivan,41.6319,-74.6268,3.8311,1.3792
Jacksonburg,WV,Wetzel,39.5304,-80.6404,3.9454,1.4203
Spencer,SD,McCook,43.7273,-97.5911,4.3209,1.5555
New Buffalo,PA,Perry,40.4542,-76.9703,3.9593,1.4253
Pisek,ND,Walsh,48.3107,-97.7104,3.8868,1.3992
Blawenburg,NJ,Somerset,40.4056,-74.6971,4.0175,1.4463
Reliance,SD,Lyman,43.88,-99.6018,4.3994,1.5838
Millerville,MN,Douglas,46.0691,-95.5569,3.9268,1.4136
Covel,WV,Wyoming,37.4907,-81.3195,4.1477,1.4932
Yoder,WY,Goshen,41.917,-104.2955,4.6704,1.6813
Radley,KS,Crawford,37.4851,-94.7617,4.4631,1.6067
Tingley,IA,Ringgold,40.8527,-94.1958,4.3169,1.5541
Glencoe,OH,Belmont,40.0106,-80.8815,3.8614,1.3901
Nardin,OK,Kay,36.8041,-97.4499,4.786,1.723
Sand Fork,WV,Gilmer,38.9154,-80.7477,3.9895,1.4362
Loyal,OK,Kingfisher,35.9727,-98.1182,5.0004,1.8001
Edmond,KS,Norton,39.6272,-99.8199,4.7779,1.72
Adams,ND,Walsh,48.4202,-98.0737,3.9482,1.4214
Concord,AR,Cleburne,35.6623,-91.8507,4.4782,1.6122
Douds,IA,Van Buren,40.8438,-92.0764,4.1924,1.5093
Loma Mar,CA,San Mateo,37.2658,-122.3007,4.8794,1.7566
Mount Moriah,MO,Harrison,40.3293,-93.7971,4.2487,1.5295
Tierra Verde,TX,Nueces,27.7616,-97.7174,4.9197,1.7711
Lawrence Creek,OK,Creek,36.0838,-96.4267,4.6556,1.676
Olean,MO,Miller,38.4103,-92.53,4.3139,1.553
Alden,MI,Antrim,44.8792,-85.2729,3.689,1.328
Bridgewater,IA,Adair,41.2471,-94.6689,4.2708,1.5375
Webster,PA,Westmoreland,40.1878,-79.8489,3.8265,1.3775
Sylvanite,MT,Lincoln,48.7063,-115.8741,3.6798,1.3247
Needmore,PA,Fulton,39.8474,-78.1432,4.0145,1.4452
Lena,MS,Leake,32.5939,-89.5948,4.6297,1.6667
Albert,KS,Barton,38.454,-99.0111,4.8754,1.7551
Round Top,TX,Fayette,30.0639,-96.6957,4.8119,1.7323
Elk Creek,NE,Johnson,40.2883,-96.1269,4.439,1.598
Hepler,KS,Crawford,37.6637,-94.9697,4.4631,1.6067
Vilas,CO,Baca,37.3737,-102.4474,5.2692,1.8969
McFarlan,NC,Anson,34.8148,-79.9766,4.5809,1.6491
Sarita,TX,Kenedy,27.2235,-97.7955,4.9197,1.7711
Grass Range,MT,Fergus,47.0261,-108.8031,4.0251,1.449
East Springfield,OH,Jefferson,40.4474,-80.8599,3.8614,1.3901
Libertyville,AL,Covington,31.2428,-86.46,4.7249,1.701
Bergland,MI,Ontonagon,46.5913,-89.5754,3.6262,1.3054
Otisco,IN,Clark,38.5423,-85.6672,4.1544,1.4956
Liverpool,IL,Fulton,40.3901,-90.0023,4.1225,1.4841
St. Helena,NE,Cedar,42.8106,-97.2489,4.3504,1.5661
Priddy,TX,Mills,31.676,-98.5114,5.0774,1.8279
Donegal,PA,Westmoreland,40.112,-79.3808,3.8265,1.3775
Bronaugh,MO,Vernon,37.694,-94.4683,4.4631,1.6067
Narcissa,OK,Ottawa,36.801,-94.9279,4.5144,1.6252
Scotia,SC,Hampton,32.6805,-81.2433,4.7039,1.6934
Burton,IL,Adams,39.9079,-91.2492,4.2358,1.5249
Anselmo,NE,Custer,41.6186,-99.8645,4.5799,1.6488
Glenham,SD,Walworth,45.533,-100.2711,4.258,1.5329
Brussels,IL,Calhoun,38.9483,-90.5887,4.2585,1.5331
Longstreet,LA,De Soto,32.0976,-93.9505,4.5969,1.6549
Ocosta,WA,Grays Harbor,46.8913,-124.0236,3.5456,1.2764
Freeburn,KY,Pike,37.5619,-82.1514,4.1551,1.4958
Barrytown,NY,Dutchess,42.0001,-73.9259,3.8074,1.3707
Itmann,WV,Wyoming,37.5734,-81.4146,4.1477,1.4932
Marathon,OH,Clermont,39.1453,-84.0063,4.0729,1.4662
Bluff Dale,TX,Erath,32.3497,-98.0249,5.077,1.8277
Hanover,VA,Hanover,37.7668,-77.3707,4.3699,1.5732
McGregor,ND,Williams,48.5957,-102.9281,4.0143,1.4451
Ponca,AR,Newton,36.0287,-93.364,4.4941,1.6179
Bartow,WV,Pocahontas,38.5422,-79.7859,4.1197,1.4831
Farmington,CA,San Joaquin,37.9299,-121.0044,5.4264,1.9535
Othello,NJ,Cumberland,39.4114,-75.3426,4.1793,1.5045
Cordova,NE,Seward,40.7164,-97.3516,4.5259,1.6293
Revillo,SD,Grant,45.0154,-96.5712,4.1391,1.4901
Sharon,KS,Barber,37.2498,-98.4177,4.8719,1.7539
Riddleville,GA,Washington,32.9069,-82.6661,4.6932,1.6896
East Burke,VT,Caledonia,44.5875,-71.9403,3.5542,1.2795
Derby,IA,Lucas,40.9303,-93.4565,4.2487,1.5295
Van Wert,IA,Decatur,40.8709,-93.792,4.2487,1.5295
Harding,IL,LaSalle,41.5179,-88.8487,3.9776,1.4319
Valentine,TX,Jeff Davis,30.5886,-104.4953,5.8203,2.0953
Gould,OK,Harmon,34.6692,-99.7736,5.1592,1.8573
Dukedom,TN,Weakley,36.4949,-88.7163,4.3838,1.5782
West Millgrove,OH,Wood,41.2428,-83.4915,3.9523,1.4228
Stanley,LA,De Soto,31.9608,-93.8995,4.6075,1.6587
Pollard,AL,Escambia,31.0235,-87.1736,4.6945,1.69
Marietta,NC,Robeson,34.3683,-79.1249,4.5809,1.6491
Martinsburg,IA,Keokuk,41.1788,-92.2519,4.2026,1.5129
Pensacola,OK,Mayes,36.4593,-95.1277,4.5563,1.6403
Bloomington,NE,Franklin,40.0938,-99.0384,4.6653,1.6795
Schubert,PA,Berks,40.4979,-76.2197,3.9593,1.4253
Sunland Estates,WA,Grant,47.074,-120.0284,3.8461,1.3846
Oxbow Estates,AZ,Gila,34.1824,-111.343,5.7179,2.0584
Okreek,SD,Todd,43.3533,-100.3826,4.4366,1.5972
Wintersburg,AZ,Maricopa,33.4187,-112.8666,5.8997,2.1239
Benjamin Perez,TX,Starr,26.406,-98.8997,5.1452,1.8523
Mount Vision,NY,Otsego,42.583,-75.0518,3.7195,1.339
Oldham,SD,Kingsbury,44.2281,-97.3096,4.2134,1.5168
Heltonville,IN,Lawrence,38.9278,-86.3755,4.1609,1.4979
Copper Hill,AZ,Gila,33.4379,-110.7516,5.7954,2.0863
Morea,PA,Schuylkill,40.7892,-76.1729,3.9593,1.4253
Beaver Dam,IN,Kosciusko,41.0937,-85.9757,3.8924,1.4013
Hiseville,KY,Barren,37.1008,-85.8149,4.2414,1.5269
Kansas,AL,Walker,33.9029,-87.5568,4.5827,1.6498
Dekorra,WI,Columbia,43.4539,-89.4603,3.9028,1.405
Mill Spring,MO,Wayne,37.0651,-90.6779,4.3316,1.5594
Meriden,IA,Cherokee,42.7946,-95.6341,4.2516,1.5306
Winslow,NE,Dodge,41.6102,-96.5047,4.3532,1.5672
Blountsville,IN,Henry,40.0598,-85.2384,4.0317,1.4514
Bairdstown,OH,Wood,41.1712,-83.6073,3.9523,1.4228
Robbins,TN,Scott,36.3536,-84.5839,4.262,1.5343
Mercer,ND,McLean,47.4905,-100.7104,4.0552,1.4599
Hastings,OK,Jefferson,34.2243,-98.1088,5.0453,1.8163
Animas,NM,Hidalgo,31.9449,-108.8065,5.945,2.1402
Venetie,AK,Yukon-Koyukuk,67.0206,-146.3741,2.569,0.9248
La Rose,IL,Marshall,40.9786,-89.2349,4.1026,1.4769
Galloway,WV,Barbour,39.2339,-80.1277,3.9454,1.4203
Taylors Island,MD,Dorchester,38.4734,-76.3128,4.345,1.5642
Houlton,WI,St. Croix,45.0609,-92.7903,3.9347,1.4165
Wright,MN,Carlton,46.6725,-93.0069,3.837,1.3813
Bruno,NE,Butler,41.283,-96.9607,4.3532,1.5672
Hurley,MO,Stone,36.9306,-93.4991,4.4941,1.6179
Raymond,KS,Rice,38.278,-98.4143,4.7848,1.7225
Bennett Springs,MO,Laclede,37.7255,-92.8534,4.3997,1.5839
Covington,MI,Baraga,46.5388,-88.5522,3.6262,1.3054
Spruce Pine,AL,Franklin,34.3928,-87.7294,4.4965,1.6187
Elgin,OH,Van Wert,40.7427,-84.4762,4.0432,1.4556
Lesterville,SD,Yankton,43.0385,-97.5905,4.3209,1.5555
North San Juan,CA,Nevada,39.3719,-121.106,5.2126,1.8765
Ringgold,TX,Montague,33.8144,-97.9424,4.8974,1.7631
Kirbyville,MO,Taney,36.6294,-93.1568,4.4941,1.6179
Boykin,SC,Kershaw,34.1198,-80.5886,4.5959,1.6545
Whitingham,VT,Windham,42.7892,-72.8834,3.8491,1.3857
Bobo,MS,Coahoma,34.1336,-90.6776,4.5718,1.6458
Swedesburg,IA,Henry,41.106,-91.5533,4.1197,1.4831
Rentiesville,OK,McIntosh,35.5336,-95.4848,4.5489,1.6376
Hague,ND,Emmons,46.0289,-99.9991,4.141,1.4908
Knoxville,GA,Crawford,32.7233,-83.9959,4.6742,1.6827
Lee Mont,VA,Accomack,37.7799,-75.6802,4.3896,1.5803
Curlew,WA,Ferry,48.8777,-118.6046,3.9405,1.4186
Poole,KY,Webster,37.6392,-87.6447,4.3002,1.5481
Seward,KS,Stafford,38.1778,-98.7943,4.7848,1.7225
Hunter,KS,Mitchell,39.2349,-98.396,4.6967,1.6908
Elderon,WI,Marathon,44.7843,-89.248,3.8678,1.3924
Berlin,IL,Sangamon,39.7569,-89.9024,4.1909,1.5087
Atlanta,KS,Cowley,37.4358,-96.767,4.5957,1.6545
Hartwick,IA,Poweshiek,41.7856,-92.3452,4.2026,1.5129
Rantoul,KS,Franklin,38.5483,-95.1011,4.4541,1.6035
Melvin Village,NH,Carroll,43.6896,-71.3064,3.768,1.3565
Clitherall,MN,Otter Tail,46.2743,-95.631,3.9268,1.4136
Tyaskin,MD,Wicomico,38.3196,-75.8729,4.3208,1.5555
Fishtail,MT,Stillwater,45.448,-109.5083,4.1767,1.5036
Yettem,CA,Tulare,36.4856,-119.256,5.4624,1.9665
Port Mansfield,TX,Willacy,26.5623,-97.4365,4.9024,1.7649
Alder,MT,Madison,45.3216,-112.1093,4.305,1.5498
Hingham,MT,Hill,48.5554,-110.4213,3.9416,1.419
Mapletown,PA,Greene,39.805,-79.9407,3.904,1.4054
Franks Field,WI,Ashland,46.5522,-90.5989,3.6658,1.3197
Crystal Rock,OH,Erie,41.4476,-82.8422,3.8516,1.3866
Damon,TX,Brazoria,29.2832,-95.7408,4.7376,1.7055
Stevens Creek,VA,Grayson,36.7314,-80.9943,4.4248,1.5929
Adrian,WV,Upshur,38.9069,-80.2729,3.9895,1.4362
Collins,MO,St. Clair,37.8906,-93.6215,4.4344,1.5964
Saint Marks,KS,Sedgwick,37.736,-97.5629,4.7289,1.7024
Whiteside,MO,Lincoln,39.1842,-91.0168,4.2358,1.5249
Lucas,IA,Lucas,41.0322,-93.461,4.2286,1.5223
Arion,IA,Crawford,41.9478,-95.4624,4.3087,1.5511
Equality,AL,Coosa,32.7634,-86.106,4.6675,1.6803
Meadow Acres,WY,Natrona,42.8593,-106.0953,4.6624,1.6785
Crary,ND,Ramsey,48.0716,-98.6385,3.9482,1.4214
Vandiver,MO,Audrain,39.1621,-91.8473,4.2358,1.5249
New Rockport Colony,MT,Teton,47.8598,-112.0349,3.9326,1.4157
Myrtlewood,AL,Marengo,32.2521,-87.9492,4.6647,1.6793
Hedrick,IN,Warren,40.3031,-87.4924,4.0377,1.4536
St. Olaf,IA,Clayton,42.9268,-91.3877,4.049,1.4576
Wasola,MO,Ozark,36.7857,-92.5685,4.4589,1.6052
Winton,MN,St. Louis,47.9284,-91.8005,3.6144,1.3012
Herbster,WI,Bayfield,46.8422,-91.2419,3.6658,1.3197
Brock,NE,Nemaha,40.4804,-95.9601,4.3831,1.5779
Upper Elochoman,WA,Wahkiakum,46.2404,-123.3246,3.6386,1.3099
Borrego Pass,NM,McKinley,35.5664,-108.0165,5.5843,2.0103
Ovett,MS,Jones,31.4849,-89.0273,4.6494,1.6738
Peever Flats,SD,Roberts,45.5234,-96.9356,4.1391,1.4901
Wisdom,MT,Beaverhead,45.6114,-113.447,4.305,1.5498
Dover,IL,Bureau,41.434,-89.3961,4.0551,1.4598
Ocean City,WA,Grays Harbor,47.0763,-124.1619,3.4683,1.2486
Golden View Colony,SD,McCook,43.6954,-97.4487,4.3209,1.5555
Vienna,SD,Clark,44.7031,-97.5,4.2134,1.5168
Mill Run,PA,Blair,40.5055,-78.4333,3.8148,1.3733
White Cloud,KS,Doniphan,39.9744,-95.2991,4.3906,1.5806
Orlando,OK,Logan,36.1355,-97.3654,4.786,1.723
Fort Ransom,ND,Ransom,46.5244,-97.931,4.0705,1.4654
Blue Springs,AL,Barbour,31.6635,-85.5035,4.7502,1.7101
Columbus,IL,Adams,39.9883,-91.1456,4.2358,1.5249
Esmond,ND,Benson,48.033,-99.7647,3.9482,1.4214
Arcadia,OK,Oklahoma,35.6655,-97.3255,4.8256,1.7372
Connorville,OH,Jefferson,40.1938,-80.7176,3.8614,1.3901
Rangerville,TX,Cameron,26.105,-97.7373,4.9024,1.7649
Chelan Falls,WA,Chelan,47.7994,-119.9882,4.163,1.4987
