City/Town,State,County,Latitude,Longitude,Avg Daily Irradiance,Est. Energy Production Per Day
Deer Lodge,MT,Powell,46.398,-112.7334,4.076,1.4674
Crown Heights,NY,Dutchess,41.6416,-73.9287,3.9479,1.4212
Ocala Estates,FL,Marion,29.2018,-82.3098,4.8675,1.7523
National Park,NJ,Gloucester,39.8676,-75.1852,4.1793,1.5045
Smithsburg,MD,Washington,39.6559,-77.575,4.0947,1.4741
Nocona,TX,Montague,33.7835,-97.7302,4.8974,1.7631
Greenwood Lake,NY,Orange,41.2214,-74.2892,3.8311,1.3792
Tonkawa,OK,Kay,36.6769,-97.3235,4.786,1.723
Nashville,IL,Washington,38.3541,-89.377,4.2795,1.5406
Bad Axe,MI,Huron,43.8043,-82.9985,3.7035,1.3333
Mansfield,PA,Tioga,41.8062,-77.0787,3.8182,1.3746
Monument Beach,MA,Barnstable,41.7192,-70.606,4.0126,1.4445
Walbridge,OH,Wood,41.5864,-83.493,3.9523,1.4228
Richville,OH,Stark,40.7529,-81.4684,3.8937,1.4017
Ridgemark,CA,San Benito,36.8082,-121.3623,5.3507,1.9263
Country Squire Lakes,IN,Jennings,39.038,-85.6849,4.0934,1.4736
Shenandoah,VA,Page,38.4875,-78.6171,4.2406,1.5266
Eunice,NM,Lea,32.4461,-103.1986,5.75,2.07
Huguley,AL,Chambers,32.8431,-85.2396,4.6596,1.6775
Solon,IA,Johnson,41.8055,-91.4961,4.1197,1.4831
Ridgecrest,FL,Pinellas,27.8923,-82.8074,5.2308,1.8831
Kenova,WV,Wayne,38.4026,-82.5822,4.0571,1.4606
Little Flock,AR,Benton,36.3853,-94.1363,4.5144,1.6252
Cedar Grove,FL,Bay,30.1812,-85.6268,4.7896,1.7243
Dixmoor,IL,Cook,41.633,-87.6673,3.9205,1.4114
Lake Lotawana,MO,Jackson,38.902,-94.2626,4.3755,1.5752
DeWitt,AR,Arkansas,34.2874,-91.3383,4.5556,1.64
Indialantic,FL,Brevard,28.0871,-80.57,4.92,1.7712
Olney,TX,Young,33.3644,-98.7585,5.0797,1.8287
Brownstown,IN,Jackson,38.879,-86.0478,4.1609,1.4979
Fairbanks Ranch,CA,San Diego,32.9919,-117.1859,5.0458,1.8165
Vassar College,NY,Dutchess,41.686,-73.8931,3.9479,1.4212
Heavener,OK,Le Flore,34.8919,-94.6075,4.444,1.5998
Hill 'n Dale,FL,Hernando,28.519,-82.2918,5.0641,1.8231
Shark River Hills,NJ,Monmouth,40.1923,-74.0463,4.0175,1.4463
Pawhuska,OK,Osage,36.6687,-96.3313,4.6556,1.676
Lake Shastina,CA,Siskiyou,41.5213,-122.3756,4.9418,1.779
Jacksonville,OR,Jackson,42.3127,-122.9692,4.6509,1.6743
Cliffwood Beach,NJ,Monmouth,40.4427,-74.2179,4.0175,1.4463
Arthurtown,SC,Richland,33.9644,-81.0023,4.6448,1.6721
Roselawn,IN,Newton,41.1535,-87.2881,3.9205,1.4114
Inverness Highlands North,FL,Citrus,28.8637,-82.3766,5.0641,1.8231
Noroton Heights,CT,Western Connecticut,41.0741,-73.4972,3.9479,1.4212
Sunset,LA,St. Landry,30.4083,-92.0644,4.6591,1.6773
Rineyville,KY,Hardin,37.7501,-85.9703,4.2414,1.5269
Comunas,PR,Yabucoa,18.0846,-65.8435,5.6973,2.051
Henderson,GA,Chatham,32.0102,-81.2655,4.7039,1.6934
Winnebago,IL,Winnebago,42.2671,-89.234,3.984,1.4342
Odell,OR,Hood River,45.6354,-121.5522,4.2694,1.537
Mountville,PA,Lancaster,40.0402,-76.4339,3.9593,1.4253
Windsor,MO,Henry,38.5319,-93.5227,4.3371,1.5614
Shrub Oak,NY,Westchester,41.3257,-73.8296,3.9479,1.4212
Orwigsburg,PA,Schuylkill,40.6541,-76.104,3.9593,1.4253
North Browning,MT,Glacier,48.5706,-113.0267,3.8906,1.4006
Lake Wissota,WI,Chippewa,44.922,-91.3013,3.9511,1.4224
David City,NE,Butler,41.2578,-97.1282,4.4356,1.5968
South Point,OH,Lawrence,38.4214,-82.5784,4.0571,1.4606
Saugatuck,CT,Western Connecticut,41.1143,-73.3717,3.9479,1.4212
Kingston,WA,Kitsap,47.7927,-122.5078,3.6009,1.2963
Verona Walk,FL,Collier,26.086,-81.6798,5.1341,1.8483
Egypt,PA,Lehigh,40.6856,-75.5335,3.9492,1.4217
Palermo,NJ,Cape May,39.2333,-74.6859,4.1491,1.4937
Watkinsville,GA,Oconee,33.861,-83.4072,4.5944,1.654
Gluckstadt,MS,Madison,32.5322,-90.1034,4.6853,1.6867
Kingwood,WV,Preston,39.4719,-79.6822,3.904,1.4054
Pine Ridge,PA,Pike,41.1355,-74.9923,3.8311,1.3792
Iron River,MI,Iron,46.0966,-88.6396,3.6262,1.3054
Grenelefe,FL,Polk,28.0579,-81.5538,4.9408,1.7787
Meadowdale,WA,Snohomish,47.8583,-122.316,3.6009,1.2963
Castroville,TX,Medina,29.3513,-98.8711,4.952,1.7827
Brent,AL,Bibb,32.9421,-87.1753,4.6647,1.6793
Blue Ridge,VA,Botetourt,37.3783,-79.8206,4.3419,1.5631
Strathmore,CA,Tulare,36.1461,-119.0644,5.4624,1.9665
West Union,OH,Adams,38.7917,-83.5441,4.0949,1.4742
Buzzards Bay,MA,Barnstable,41.755,-70.6128,4.0126,1.4445
Lead,SD,Lawrence,44.3528,-103.7671,4.3233,1.5564
Galena,IL,Jo Daviess,42.4218,-90.4293,4.0028,1.441
Sisters,OR,Deschutes,44.2923,-121.5531,4.3402,1.5625
Girard,PA,Erie,42.0042,-80.3192,3.9065,1.4063
Liberty City,TX,Gregg,32.4502,-94.9439,4.6152,1.6615
Canterwood,WA,Pierce,47.3765,-122.6021,3.6009,1.2963
Spearman,TX,Hansford,36.1982,-101.1943,5.2817,1.9014
Ester,AK,Fairbanks North Star,64.8646,-148.0916,2.6443,0.9519
Turnersville,NJ,Gloucester,39.7666,-75.0613,4.1793,1.5045
Granite Quarry,NC,Rowan,35.6131,-80.4489,4.5416,1.635
The Homesteads,TX,Johnson,32.4755,-97.1663,4.9167,1.77
Brookville,NY,Nassau,40.8123,-73.5696,4.1004,1.4761
Inman,SC,Spartanburg,35.0463,-82.0897,4.4563,1.6043
Bishopville,SC,Lee,34.2202,-80.2483,4.5959,1.6545
Alva,FL,Lee,26.7188,-81.6269,5.1341,1.8483
Lakewood,NY,Chautauqua,42.0992,-79.3201,3.851,1.3864
Delphi,IN,Carroll,40.5834,-86.6668,4.0341,1.4523
Oaklawn-Sunview,KS,Sedgwick,37.6084,-97.2984,4.7289,1.7024
Kenhorst,PA,Berks,40.3069,-75.9438,3.9492,1.4217
North Sioux City,SD,Union,42.535,-96.4998,4.2944,1.546
Brighton,AL,Jefferson,33.4396,-86.9454,4.5741,1.6467
Dresden,TN,Weakley,36.279,-88.694,4.3838,1.5782
Long Neck,DE,Sussex,38.6205,-75.1529,4.3208,1.5555
New Hope,MS,Lowndes,33.4521,-88.3399,4.6201,1.6632
Malabar,FL,Brevard,27.9884,-80.5781,5.0288,1.8104
Williamstown,WV,Wood,39.3987,-81.4549,3.9607,1.4259
Monrovia,MD,Frederick,39.357,-77.2747,4.0947,1.4741
Williston,FL,Levy,29.374,-82.4579,4.8675,1.7523
Drum Point,MD,Calvert,38.3324,-76.4307,4.345,1.5642
Cold Spring Harbor,NY,Suffolk,40.8621,-73.4506,4.1004,1.4761
Chickamauga,GA,Walker,34.8753,-85.2885,4.4757,1.6113
Big Lake,TX,Reagan,31.1941,-101.4534,5.5501,1.998
Lake Junaluska,NC,Haywood,35.5305,-82.9749,4.4563,1.6043
Simpsonville,KY,Shelby,38.2167,-85.3515,4.1544,1.4956
Chattahoochee,FL,Gadsden,30.6977,-84.8341,4.7712,1.7176
Genoa City,WI,Walworth,42.5065,-88.3192,3.9446,1.4201
Hilliard,FL,Nassau,30.6866,-81.9212,4.7861,1.723
Lake Wynonah,PA,Schuylkill,40.5879,-76.181,3.9593,1.4253
Winfield,WV,Putnam,38.5292,-81.8857,4.0256,1.4492
Cache,OK,Comanche,34.6294,-98.6184,5.0453,1.8163
Union,NJ,Union,40.6966,-74.2693,4.0175,1.4463
Millen,GA,Jenkins,32.8071,-81.9423,4.7039,1.6934
Huntsville,AR,Madison,36.0985,-93.7363,4.4941,1.6179
Sisco Heights,WA,Snohomish,48.118,-122.1112,3.6569,1.3165
East Gaffney,SC,Cherokee,35.0846,-81.6218,4.5079,1.6228
Villa Ridge,MO,Franklin,38.4676,-90.8854,4.2585,1.5331
Yadkinville,NC,Yadkin,36.1315,-80.6592,4.4248,1.5929
Kalaeloa,HI,Honolulu,21.3136,-158.065,5.9723,2.15
East Prairie,MO,Mississippi,36.7789,-89.3837,4.447,1.6009
Emma,NC,Buncombe,35.6019,-82.5958,4.4563,1.6043
Coquí,PR,Salinas,17.9793,-66.2255,5.877,2.1157
Baltimore,OH,Fairfield,39.846,-82.6046,3.9859,1.4349
Green Island,NY,Albany,42.7474,-73.6926,3.8074,1.3707
Paddock Lake,WI,Kenosha,42.5707,-88.1044,3.9446,1.4201
Timberville,VA,Rockingham,38.6335,-78.7731,4.2406,1.5266
Bowmansville,PA,Lancaster,40.2029,-76.0211,3.9593,1.4253
Millersburg,OR,Linn,44.6779,-123.0691,4.0182,1.4466
Bean Station,TN,Grainger,36.3323,-83.2852,4.3095,1.5514
Wise,VA,Wise,36.9767,-82.5809,4.3252,1.5571
Everson,WA,Whatcom,48.9125,-122.3507,3.6569,1.3165
Hokendauqua,PA,Lehigh,40.6585,-75.4952,3.9492,1.4217
Strawberry Plains,TN,Jefferson,36.0632,-83.6594,4.3095,1.5514
Amery,WI,Polk,45.3045,-92.3635,3.9347,1.4165
Ferrysburg,MI,Ottawa,43.085,-86.2221,3.7807,1.3611
Dade City North,FL,Pasco,28.3839,-82.1943,5.0641,1.8231
Oconto Falls,WI,Oconto,44.8738,-88.1444,3.843,1.3835
Fobes Hill,WA,Snohomish,47.9392,-122.1341,3.6009,1.2963
Newton,IL,Jasper,38.9872,-88.1643,4.2607,1.5339
Wilkshire Hills,OH,Tuscarawas,40.636,-81.4313,3.8937,1.4017
Haskell,TX,Haskell,33.1597,-99.732,5.1906,1.8686
North Catasauqua,PA,Northampton,40.664,-75.4741,3.9492,1.4217
Chimayo,NM,Santa Fe,35.9981,-105.9413,5.4714,1.9697
Youngwood,PA,Westmoreland,40.2443,-79.5811,3.8265,1.3775
Flemingsburg,KY,Fleming,38.4236,-83.7373,4.0949,1.4742
Harriman,NY,Orange,41.3088,-74.1445,3.8311,1.3792
Patillas,PR,Patillas,18.0069,-66.0134,5.5331,1.9919
Kalama,WA,Cowlitz,46.0164,-122.8402,3.6386,1.3099
Cherry Valley,IL,Winnebago,42.2223,-88.9715,3.9446,1.4201
Afton,MN,Washington,44.9041,-92.8174,3.9651,1.4274
Fowlerville,MI,Livingston,42.6596,-84.0743,3.8391,1.3821
Summerset,SD,Meade,44.1912,-103.3394,4.3233,1.5564
Kechi,KS,Sedgwick,37.8234,-97.2891,4.7289,1.7024
Elkton,VA,Rockingham,38.4106,-78.6161,4.2406,1.5266
Williams Bay,WI,Walworth,42.5788,-88.5457,3.9446,1.4201
Lakeview,OR,Lake,42.1919,-120.3527,4.7352,1.7047
Frostproof,FL,Polk,27.7494,-81.5252,5.0949,1.8342
Borrego Springs,CA,San Diego,33.241,-116.3571,5.8457,2.1045
Riverside,NY,Suffolk,40.9093,-72.6695,4.0861,1.471
Sublimity,OR,Marion,44.8294,-122.7923,4.0476,1.4571
Versailles,OH,Darke,40.222,-84.4831,4.0432,1.4556
Bar Nunn,WY,Natrona,42.922,-106.3475,4.6624,1.6785
Vienna,GA,Dooly,32.0926,-83.7868,4.6742,1.6827
Buckner,MO,Jackson,39.1335,-94.1929,4.3191,1.5549
Castle Point,MO,St. Louis,38.7568,-90.2485,4.2585,1.5331
Millington,NJ,Morris,40.6763,-74.5159,4.0175,1.4463
Long Lake,IL,Lake,42.3758,-88.1276,3.9446,1.4201
Wilton,IA,Muscatine,41.5898,-91.0272,4.1197,1.4831
Union City,PA,Erie,41.897,-79.8437,3.7514,1.3505
Polkton,NC,Anson,35.0031,-80.1963,4.5416,1.635
Florida,NY,Orange,41.3312,-74.3533,3.8311,1.3792
Great Neck Estates,NY,Nassau,40.7857,-73.7396,4.1004,1.4761
San Andreas,CA,Calaveras,38.1911,-120.6763,5.308,1.9109
Meadowood,PA,Butler,40.8443,-79.8939,3.8265,1.3775
Whitehall,MI,Muskegon,43.4003,-86.3405,3.7807,1.3611
Lakemore,OH,Summit,41.0215,-81.4263,3.775,1.359
Bloomingdale,GA,Chatham,32.1249,-81.3077,4.7039,1.6934
Ava,MO,Douglas,36.9547,-92.6662,4.4589,1.6052
Sierra Ridge,CO,Douglas,39.5286,-104.8172,4.9126,1.7685
Belle Meade,TN,Davidson,36.0994,-86.8562,4.3173,1.5542
Crewe,VA,Nottoway,37.1812,-78.1307,4.3952,1.5823
Madison,FL,Madison,30.4716,-83.413,4.8042,1.7295
Blackhawk,SD,Meade,44.1514,-103.334,4.3233,1.5564
Clinton,MI,Lenawee,42.0699,-83.9687,3.8465,1.3847
Lake Delta,NY,Oneida,43.2893,-75.4672,3.6217,1.3038
Lakeland,GA,Lanier,31.0409,-83.0748,4.7844,1.7224
Roslyn,NY,Nassau,40.7991,-73.6491,4.1004,1.4761
Mount Gilead,OH,Morrow,40.5532,-82.828,3.9529,1.423
Homedale,ID,Owyhee,43.6154,-116.9379,4.5942,1.6539
Richmond,UT,Cache,41.9231,-111.8076,4.8707,1.7535
Clever,MO,Christian,37.0333,-93.4729,4.4344,1.5964
Delavan Lake,WI,Walworth,42.5992,-88.6176,3.9446,1.4201
Shallowater,TX,Lubbock,33.6901,-101.9893,5.499,1.9796
Lake City,PA,Erie,42.018,-80.3465,3.9065,1.4063
Jones,OK,Oklahoma,35.5662,-97.2901,4.8256,1.7372
Medina,WA,King,47.6273,-122.2427,3.6009,1.2963
Mohnton,PA,Berks,40.2872,-75.987,3.9492,1.4217
Ajo,AZ,Pima,32.3923,-112.8839,5.9602,2.1457
Columbus,KS,Cherokee,37.1716,-94.844,4.4631,1.6067
Sewanee,TN,Franklin,35.1975,-85.9213,4.381,1.5772
Troy,NC,Montgomery,35.365,-79.8918,4.5281,1.6301
Pine Ridge,SD,Oglala Lakota,43.027,-102.5524,4.5015,1.6205
Citrus City,TX,Hidalgo,26.3281,-98.3923,5.1452,1.8523
Philippi,WV,Barbour,39.1488,-80.0417,3.9454,1.4203
Gramercy,LA,St. James,30.061,-90.6929,4.6605,1.6778
Portageville,MO,New Madrid,36.4295,-89.6993,4.447,1.6009
Mamou,LA,Evangeline,30.6349,-92.4179,4.6591,1.6773
Platteville,CO,Weld,40.222,-104.834,4.8031,1.7291
Winchester,CA,Riverside,33.7146,-117.0775,5.4726,1.9701
Turley,OK,Tulsa,36.2472,-95.9655,4.5563,1.6403
Lake City,GA,Clayton,33.6065,-84.3411,4.5579,1.6408
Lake Orion,MI,Oakland,42.7827,-83.2453,3.8465,1.3847
Lucedale,MS,George,30.9312,-88.5959,4.7763,1.7195
River Bend,NC,Craven,35.0717,-77.1504,4.5289,1.6304
Cumberland Center,ME,Cumberland,43.7982,-70.2541,3.8342,1.3803
Dogtown,CA,San Joaquin,38.2096,-121.1551,5.333,1.9199
Riverview,MO,St. Louis,38.7442,-90.211,4.2585,1.5331
Akron,NY,Erie,43.018,-78.4978,3.6896,1.3283
Hopelawn,NJ,Middlesex,40.5286,-74.2936,4.0175,1.4463
Meadow Oaks,FL,Pasco,28.3465,-82.6025,5.0641,1.8231
Greenfield,MN,Hennepin,45.0997,-93.6884,3.9347,1.4165
Westminster,LA,East Baton Rouge,30.408,-91.0906,4.6944,1.69
Selbyville,DE,Sussex,38.4629,-75.2117,4.3208,1.5555
Swift Trail Junction,AZ,Graham,32.7305,-109.7148,5.8778,2.116
Norwood,NC,Stanly,35.2337,-80.1147,4.5416,1.635
Beechwood Trails,OH,Licking,40.0251,-82.6463,3.9529,1.423
Soperton,GA,Treutlen,32.3782,-82.5945,4.6932,1.6896
Coalfield,TN,Morgan,36.0219,-84.4414,4.262,1.5343
Winner,SD,Tripp,43.3776,-99.8552,4.3994,1.5838
Homestead,PA,Allegheny,40.4073,-79.9097,3.8265,1.3775
Marion,KY,Crittenden,37.3321,-88.0795,4.3248,1.5569
Woodlynne,NJ,Camden,39.9167,-75.0957,4.1793,1.5045
Grottoes,VA,Rockingham,38.2691,-78.8251,4.2406,1.5266
Seven Fields,PA,Butler,40.6868,-80.0638,3.8614,1.3901
Monte Grande,PR,Cabo Rojo,18.0894,-67.1201,5.7748,2.0789
Culloden,WV,Cabell,38.4154,-82.0705,4.0571,1.4606
Lawai,HI,Kauai,21.9204,-159.5006,5.9686,2.1487
Frisco,CO,Summit,39.5791,-106.0915,5.0027,1.801
Wendell,ID,Gooding,42.7745,-114.7026,4.6733,1.6824
Jay,OK,Delaware,36.4271,-94.7956,4.5144,1.6252
New Orleans Station,LA,Plaquemines,29.8314,-90.0211,4.7256,1.7012
Baiting Hollow,NY,Suffolk,40.9582,-72.7395,4.0861,1.471
McChord AFB,WA,Pierce,47.133,-122.4923,3.6009,1.2963
Loudonville,OH,Ashland,40.6342,-82.2328,3.9529,1.423
Hamilton,TX,Hamilton,31.6997,-98.1208,5.0774,1.8279
Nixon,TX,Gonzales,29.2698,-97.7658,4.9027,1.765
Chester Heights,PA,Delaware,39.8927,-75.4698,4.1793,1.5045
Gosnell,AR,Mississippi,35.9644,-89.9721,4.4866,1.6152
Calera,OK,Bryan,33.9303,-96.4293,4.7418,1.707
Brandenburg,KY,Meade,37.9956,-86.1773,4.2501,1.53
Kurtistown,HI,Hawaii,19.586,-155.0713,5.449,1.9616
Lake Arrowhead,ME,York,43.6634,-70.7382,3.8342,1.3803
Haw River,NC,Alamance,36.0926,-79.3615,4.4481,1.6013
Bridgetown,MS,DeSoto,34.8907,-89.9069,4.5348,1.6325
Taylor,AL,Houston,31.1658,-85.4697,4.7502,1.7101
Indian Hills,KY,Jefferson,38.2809,-85.6617,4.1544,1.4956
Eutaw,AL,Greene,32.8436,-87.8986,4.6647,1.6793
Aspinwall,PA,Allegheny,40.4929,-79.9037,3.8265,1.3775
Waverly,VA,Sussex,37.034,-77.0956,4.3699,1.5732
Fayetteville,WV,Fayette,38.0622,-81.1083,4.0256,1.4492
East Dublin,GA,Laurens,32.5468,-82.8675,4.6932,1.6896
Harbor Bluffs,FL,Pinellas,27.9081,-82.827,5.2308,1.8831
Carrizales,PR,Hatillo,18.4811,-66.7879,5.5331,1.9919
West Monroe,MI,Monroe,41.9143,-83.4317,3.9523,1.4228
Buena Vista,CO,Chaffee,38.8319,-106.1387,5.1009,1.8363
Emajagua,PR,Maunabo,18.0016,-65.8829,5.6973,2.051
Chandler,OK,Lincoln,35.7224,-96.8925,4.6465,1.6727
Cordaville,MA,Worcester,42.2727,-71.5221,3.9001,1.404
Providence,KY,Webster,37.3993,-87.7509,4.3002,1.5481
Womelsdorf,PA,Berks,40.3655,-76.1864,3.9593,1.4253
Elgin,SC,Lancaster,34.6724,-80.7215,4.5959,1.6545
Vails Gate,NY,Orange,41.4588,-74.0533,3.8311,1.3792
Lula,GA,Hall,34.3955,-83.6659,4.5421,1.6352
Wales,WI,Waukesha,43.0042,-88.374,3.9025,1.4049
Skidway Lake,MI,Ogemaw,44.1918,-84.0467,3.6924,1.3293
Madison,WV,Boone,38.0631,-81.8046,4.0256,1.4492
Poteet,TX,Atascosa,29.0373,-98.5728,4.952,1.7827
Stamford,TX,Haskell,33.0156,-99.6716,5.1906,1.8686
Jayuya,PR,Jayuya,18.2199,-66.5984,5.5331,1.9919
Brighton,TN,Tipton,35.4813,-89.7353,4.4866,1.6152
Williston,SC,Barnwell,33.4018,-81.422,4.6448,1.6721
South Rosemary,NC,Halifax,36.4463,-77.7065,4.4236,1.5925
Pearisburg,VA,Giles,37.3289,-80.7275,4.2238,1.5206
Onawa,IA,Monona,42.0265,-96.0909,4.2944,1.546
Victor,ID,Teton,43.6014,-111.1108,4.511,1.624
Gibsonia,PA,Allegheny,40.6322,-79.9684,3.8265,1.3775
Brazoria,TX,Brazoria,29.0454,-95.567,4.7376,1.7055
New Hope,AL,Madison,34.537,-86.4128,4.499,1.6196
La Salle,CO,Weld,40.3484,-104.7062,4.8031,1.7291
Keokea,HI,Maui,20.7211,-156.3625,5.9226,2.1321
La Villa,TX,Hidalgo,26.2964,-97.9269,4.9024,1.7649
High Bridge,WA,Snohomish,47.7968,-122.0281,3.6009,1.2963
Littleton Common,MA,Middlesex,42.5352,-71.4727,3.9001,1.404
Clarksville,TX,Red River,33.611,-95.0563,4.6317,1.6674
Mountain View,AR,Stone,35.8635,-92.1041,4.4292,1.5945
Fairfield,TX,Freestone,31.7183,-96.1697,4.7919,1.7251
Valley Green,PA,York,40.1567,-76.7947,3.9593,1.4253
Lake Belvedere Estates,FL,Palm Beach,26.6888,-80.1326,4.9788,1.7924
Rogers City,MI,Presque Isle,45.415,-83.8186,3.6532,1.3152
Atkins,AR,Pope,35.2414,-92.9465,4.4292,1.5945
Glenrock,WY,Converse,42.8565,-105.8625,4.6251,1.665
Lindsay,OK,Garvin,34.8393,-97.6105,4.8697,1.7531
Mountain Iron,MN,St. Louis,47.5474,-92.6255,3.7126,1.3365
Hackberry,TX,Denton,33.1501,-96.9184,4.7418,1.707
Diamond,IL,Grundy,41.2852,-88.2507,3.9776,1.4319
La Dolores,PR,Río Grande,18.3725,-65.8546,5.6973,2.051
Freemansburg,PA,Northampton,40.628,-75.3401,3.9492,1.4217
Haverhill,FL,Palm Beach,26.691,-80.1217,4.9788,1.7924
Bakerstown,PA,Allegheny,40.6538,-79.9394,3.8265,1.3775
Bonny Doon,CA,Santa Cruz,37.0436,-122.137,4.8794,1.7566
George West,TX,Live Oak,28.33,-98.1183,5.0261,1.8094
Wimberley,TX,Hays,29.9848,-98.0906,4.952,1.7827
Libby,MT,Lincoln,48.387,-115.5559,3.6798,1.3247
Dakota City,NE,Dakota,42.4184,-96.4201,4.2944,1.546
Braddock Heights,MD,Frederick,39.4117,-77.4991,4.0947,1.4741
Old Hill,CT,Western Connecticut,41.1491,-73.3764,3.9479,1.4212
Hillsville,VA,Carroll,36.7613,-80.7371,4.4248,1.5929
El Paso,IL,Woodford,40.7405,-89.0183,4.1026,1.4769
Osage City,KS,Osage,38.6337,-95.8218,4.4541,1.6035
Albany,IN,Delaware,40.3056,-85.2331,4.0317,1.4514
Mount Morris,IL,Ogle,42.0484,-89.4294,3.984,1.4342
Anahola,HI,Kauai,22.1455,-159.3151,5.7726,2.0781
Bayfield,CO,La Plata,37.234,-107.5952,5.1538,1.8554
Sonora,TX,Sutton,30.5707,-100.6423,5.2868,1.9032
Bushnell,IL,McDonough,40.5518,-90.5046,4.1225,1.4841
Ford City,PA,Armstrong,40.7693,-79.5327,3.8265,1.3775
Zellwood,FL,Orange,28.7294,-81.5895,4.9408,1.7787
Colwyn,PA,Delaware,39.9119,-75.253,4.1793,1.5045
Juniper Canyon,OR,Crook,44.2027,-120.755,4.4438,1.5998
Wrightsville Beach,NC,New Hanover,34.213,-77.798,4.641,1.6708
Sutter,CA,Sutter,39.1556,-121.7493,5.2126,1.8765
Norco,LA,St. Charles,29.9986,-90.4036,4.7256,1.7012
Pima,AZ,Graham,32.8886,-109.8437,5.8778,2.116
Arcadia,SC,Spartanburg,34.9609,-81.9929,4.5789,1.6484
Springfield,KY,Washington,37.6922,-85.2193,4.2414,1.5269
Moorefield,WV,Hardy,39.0675,-78.9623,4.0145,1.4452
New Bremen,OH,Auglaize,40.4355,-84.3778,4.0432,1.4556
Weed,CA,Siskiyou,41.4127,-122.3816,4.9418,1.779
Eatonville,WA,Pierce,46.8682,-122.2697,3.6386,1.3099
Graymoor-Devondale,KY,Jefferson,38.2733,-85.6177,4.1544,1.4956
Cherryvale,SC,Sumter,33.9543,-80.4609,4.6488,1.6736
Mars Hill,NC,Madison,35.8283,-82.549,4.4563,1.6043
Fords Prairie,WA,Lewis,46.7459,-123.003,3.6386,1.3099
Croom,MD,Prince George's,38.7458,-76.7555,4.345,1.5642
Ithaca,MI,Gratiot,43.2911,-84.5956,3.7847,1.3625
Voorheesville,NY,Albany,42.6517,-73.9347,3.8074,1.3707
Taft,TX,San Patricio,27.98,-97.3928,4.9197,1.7711
Manistique,MI,Schoolcraft,45.9591,-86.2507,3.7298,1.3427
Saylorville,IA,Polk,41.6809,-93.628,4.2286,1.5223
Warren AFB,WY,Laramie,41.1488,-104.8618,4.6704,1.6813
Lake Helen,FL,Volusia,28.983,-81.2309,4.9408,1.7787
Albion,IN,Noble,41.3966,-85.4187,3.8924,1.4013
Park View,IA,Scott,41.6953,-90.5394,4.0687,1.4647
Stockton University,NJ,Atlantic,39.4889,-74.5417,4.1491,1.4937
Quarryville,PA,Lancaster,39.8957,-76.1617,4.1694,1.501
K. I. Sawyer,MI,Marquette,46.3299,-87.3673,3.5325,1.2717
Norway,MI,Dickinson,45.7997,-87.914,3.7298,1.3427
Caledonia,MN,Houston,43.6344,-91.5009,3.9671,1.4282
Mondovi,WI,Buffalo,44.5712,-91.6668,3.9511,1.4224
Pembroke,NC,Robeson,34.6766,-79.1935,4.5809,1.6491
Dodge Center,MN,Dodge,44.0284,-92.8518,3.9651,1.4274
New Palestine,IN,Hancock,39.7256,-85.896,4.0934,1.4736
Inwood,WV,Berkeley,39.3538,-78.0552,4.0145,1.4452
Lakeside Park,KY,Kenton,39.0339,-84.5673,4.0729,1.4662
Sibley,IA,Osceola,43.4015,-95.743,4.211,1.516
Statham,GA,Barrow,33.9647,-83.6018,4.5944,1.654
East Norwich,NY,Nassau,40.8495,-73.5288,4.1004,1.4761
Edneyville,NC,Henderson,35.4025,-82.3372,4.4563,1.6043
Wilburton,OK,Latimer,34.9182,-95.3049,4.5394,1.6342
Huntingtown,MD,Calvert,38.6117,-76.6187,4.345,1.5642
Fiskdale,MA,Worcester,42.1229,-72.1089,3.8491,1.3857
Almont,MI,Lapeer,42.9206,-83.0434,3.8465,1.3847
Lake Success,NY,Nassau,40.768,-73.7089,4.1004,1.4761
Clayton,NM,Union,36.4426,-103.1574,5.3992,1.9437
Big Sky,MT,Gallatin,45.2592,-111.3426,4.1845,1.5064
Bellows Falls,VT,Windham,43.1344,-72.455,3.6942,1.3299
Greenville,DE,New Castle,39.778,-75.6046,4.1793,1.5045
Donalsonville,GA,Seminole,31.0404,-84.8792,4.7844,1.7224
Crownpoint,NM,McKinley,35.7173,-108.1432,5.5843,2.0103
Ross,OH,Butler,39.3146,-84.6599,4.0729,1.4662
Petersburg,WV,Grant,38.9958,-79.1277,4.1197,1.4831
St. Helen,MI,Roscommon,44.3592,-84.4117,3.6924,1.3293
Davis,OK,Murray,34.4575,-97.1566,4.8697,1.7531
South Hutchinson,KS,Reno,38.0278,-97.9429,4.6586,1.6771
Marietta,OK,Love,33.936,-97.1248,4.8974,1.7631
Barranquitas,PR,Barranquitas,18.1848,-66.3102,5.5331,1.9919
Kewaunee,WI,Kewaunee,44.4607,-87.5132,3.718,1.3385
Uvalde Estates,TX,Uvalde,29.1695,-99.8329,4.9741,1.7907
Bicknell,IN,Knox,38.7743,-87.3078,4.2278,1.522
Sage,CA,Riverside,33.5983,-116.9154,5.8457,2.1045
Federalsburg,MD,Caroline,38.6929,-75.7727,4.3208,1.5555
Emmitsburg,MD,Frederick,39.7051,-77.3217,4.0947,1.4741
Montgomery City,MO,Montgomery,38.9737,-91.5024,4.3001,1.548
West Brattleboro,VT,Windham,42.8559,-72.6018,3.8491,1.3857
White Mountain Lake,AZ,Navajo,34.3441,-109.9878,5.6789,2.0444
